year,cohort,age,health,sex,happy,life,educ,polviews,class,satfin
2004,1959,45,NA,2,NA,NA,14,NA,2,NA
2004,1973,31,NA,1,1,NA,14,4,2,1
2004,1976,28,3,1,2,2,10,1,2,3
2004,1970,34,2,1,NA,NA,14,NA,3,NA
2004,1974,30,NA,2,NA,NA,15,NA,2,NA
2004,1985,19,1,2,NA,NA,13,NA,2,NA
2004,1975,29,2,1,1,2,16,4,2,1
2004,1971,33,NA,1,NA,NA,16,NA,2,NA
2004,1973,31,NA,1,NA,NA,12,NA,3,NA
2004,1976,28,NA,1,2,NA,16,3,4,2
2004,1966,38,NA,1,NA,NA,13,NA,2,NA
2004,1974,30,2,2,NA,NA,16,NA,4,NA
2004,1954,50,1,1,NA,NA,20,NA,3,NA
2004,1980,24,NA,1,NA,NA,16,NA,3,NA
2004,1955,49,2,1,2,2,13,7,1,2
2004,1966,38,2,1,1,1,12,2,2,2
2004,1960,44,NA,1,NA,NA,14,NA,3,NA
2004,1959,45,1,1,2,2,12,4,2,2
2004,1966,38,NA,2,2,NA,12,4,2,3
2004,1925,79,2,2,1,2,12,6,2,1
2004,1941,63,3,1,2,2,10,4,3,2
2004,1971,33,NA,2,NA,NA,7,NA,2,NA
2004,1972,32,2,1,2,3,11,4,2,2
2004,1977,27,NA,1,NA,NA,9,NA,2,NA
2004,1959,45,1,1,NA,NA,11,NA,3,NA
2004,1976,28,NA,1,3,NA,11,7,2,3
2004,1955,49,1,1,NA,NA,16,NA,2,NA
2004,1942,62,3,1,2,1,14,5,2,2
2004,1974,30,3,1,2,1,14,5,2,3
2004,1945,59,NA,1,2,NA,18,4,3,2
2004,1981,23,NA,1,2,NA,14,3,3,2
2004,1960,44,1,2,NA,NA,12,NA,2,NA
2004,1966,38,2,1,3,2,6,4,2,3
2004,1976,28,NA,1,NA,NA,12,NA,2,NA
2004,1954,50,NA,1,NA,NA,12,NA,2,NA
2004,1971,33,2,1,3,2,12,4,2,3
2004,1964,40,2,2,2,1,12,5,2,3
2004,1978,26,NA,1,NA,NA,16,NA,2,NA
2004,1970,34,1,2,1,1,18,2,3,1
2004,1980,24,NA,1,NA,NA,16,NA,3,NA
2004,1976,28,NA,2,1,NA,16,5,3,2
2004,1956,48,NA,1,3,NA,14,6,1,3
2004,1978,26,NA,1,NA,NA,16,NA,3,NA
2004,1940,64,NA,1,NA,NA,9,NA,3,NA
2004,1963,41,4,2,1,1,12,1,3,3
2004,1967,37,2,1,2,1,15,4,2,3
2004,1976,28,2,2,1,2,13,3,2,3
2004,1947,57,NA,2,NA,NA,16,NA,3,NA
2004,1945,59,NA,2,NA,NA,16,NA,3,NA
2004,1940,64,NA,2,2,NA,18,2,3,3
2004,1972,32,3,1,2,2,15,2,2,2
2004,1964,40,2,1,1,1,16,7,3,1
2004,1938,66,NA,1,NA,NA,14,NA,3,NA
2004,1976,28,NA,1,1,NA,16,4,3,2
2004,1962,42,1,2,NA,NA,16,NA,3,NA
2004,1963,41,NA,1,NA,NA,16,NA,3,NA
2004,1976,28,NA,1,1,NA,19,4,4,1
2004,1954,50,NA,1,2,NA,20,4,3,2
2004,1965,39,2,1,2,2,18,4,3,1
2004,1967,37,2,1,NA,NA,16,NA,3,NA
2004,1964,40,3,1,3,3,11,4,1,3
2004,1960,44,1,2,NA,NA,13,NA,2,NA
2004,1946,58,2,2,NA,NA,12,NA,3,NA
2004,1975,29,2,1,1,2,13,4,2,3
2004,1959,45,1,2,2,2,16,5,3,2
2004,1938,66,NA,1,3,NA,13,5,3,3
2004,1961,43,NA,2,2,NA,12,5,2,2
2004,1968,36,2,2,2,2,13,4,2,3
2004,1956,48,NA,2,NA,NA,12,NA,2,NA
2004,1963,41,2,2,1,2,12,4,1,3
2004,1953,51,NA,2,1,NA,12,4,3,2
2004,1954,50,NA,2,NA,NA,12,NA,2,NA
2004,1958,46,NA,1,1,NA,17,6,4,1
2004,1950,54,2,2,NA,NA,16,NA,3,NA
2004,1969,35,1,2,NA,NA,13,NA,3,NA
2004,1966,38,NA,2,NA,NA,14,NA,3,NA
2004,1958,46,NA,1,3,NA,12,6,3,2
2004,1979,25,1,1,1,1,16,1,2,3
2004,1945,59,NA,2,2,NA,15,4,3,2
2004,1959,45,NA,2,NA,NA,16,NA,3,NA
2004,1961,43,2,2,NA,NA,18,NA,2,NA
2004,1953,51,NA,1,NA,NA,16,NA,3,NA
2004,1959,45,NA,1,NA,NA,16,NA,2,NA
2004,1964,40,NA,2,NA,NA,18,NA,3,NA
2004,1952,52,2,1,1,2,16,6,3,2
2004,1970,34,NA,2,1,NA,19,6,3,1
2004,1947,57,NA,1,NA,NA,19,NA,3,NA
2004,1956,48,NA,2,NA,NA,12,NA,2,NA
2004,1965,39,NA,1,2,NA,9,5,2,2
2004,1973,31,2,2,NA,NA,7,NA,2,NA
2004,1986,18,NA,1,NA,NA,11,NA,3,NA
2004,1978,26,3,1,3,1,12,4,3,2
2004,1955,49,3,2,NA,NA,10,NA,1,NA
2004,1933,71,3,2,2,NA,14,4,2,NA
2004,1957,47,NA,1,2,NA,14,4,3,2
2004,1951,53,NA,2,NA,NA,10,NA,3,NA
2004,1963,41,1,2,2,2,12,6,2,2
2004,1948,56,2,1,NA,NA,15,NA,2,NA
2004,1964,40,NA,2,NA,NA,16,NA,2,NA
2004,1930,74,1,2,NA,NA,12,NA,3,NA
2004,1943,61,NA,2,NA,NA,12,NA,3,NA
2004,1982,22,NA,1,1,NA,15,5,3,1
2004,1975,29,NA,2,NA,NA,12,NA,1,NA
2004,1952,52,NA,2,NA,NA,13,NA,2,NA
2004,1980,24,1,2,NA,NA,18,NA,2,NA
2004,1973,31,NA,1,2,NA,14,5,3,3
2004,1968,36,NA,1,NA,NA,14,NA,2,NA
2004,1984,20,2,1,2,2,12,2,2,3
2004,1977,27,3,2,NA,NA,16,NA,1,NA
2004,1955,49,2,2,2,1,16,4,3,2
2004,1966,38,NA,1,NA,NA,16,NA,3,NA
2004,1986,18,NA,2,2,NA,12,4,3,1
2004,1951,53,2,2,2,1,16,5,3,2
2004,1954,50,NA,2,NA,NA,18,NA,3,NA
2004,1957,47,2,2,2,2,13,4,2,2
2004,1979,25,NA,2,2,NA,12,5,2,2
2004,1980,24,NA,1,NA,NA,17,NA,2,NA
2004,1965,39,2,1,1,2,14,3,2,2
2004,1965,39,1,1,2,2,12,6,3,2
2004,1960,44,2,2,2,2,12,5,2,2
2004,1956,48,NA,1,NA,NA,12,NA,2,NA
2004,1972,32,NA,2,2,NA,17,4,2,2
2004,1963,41,1,1,NA,NA,14,NA,3,NA
2004,1958,46,NA,2,NA,NA,12,NA,3,NA
2004,1963,41,1,2,2,1,17,1,3,2
2004,1950,54,NA,1,2,NA,18,4,3,1
2004,1937,67,2,1,NA,NA,14,NA,2,NA
2004,1978,26,NA,1,NA,NA,11,NA,1,NA
2004,1941,63,NA,2,NA,NA,15,NA,4,NA
2004,1919,85,1,2,2,1,11,4,3,2
2004,1957,47,NA,2,NA,NA,15,NA,3,NA
2004,1978,26,NA,1,NA,NA,15,NA,3,NA
2004,1937,67,NA,2,NA,NA,17,NA,3,NA
2004,1941,63,2,2,2,2,18,3,3,1
2004,1978,26,2,2,NA,NA,16,NA,3,NA
2004,1947,57,NA,1,NA,NA,16,NA,3,NA
2004,1950,54,3,2,NA,NA,15,NA,1,NA
2004,1929,75,2,2,1,2,12,5,2,1
2004,1974,30,1,2,NA,NA,12,NA,2,NA
2004,1974,30,1,1,1,1,16,3,2,2
2004,1980,24,2,1,2,2,14,4,2,3
2004,1974,30,NA,1,3,NA,12,4,1,3
2004,1972,32,NA,2,NA,NA,11,NA,1,NA
2004,1964,40,1,2,NA,NA,12,NA,3,NA
2004,1975,29,NA,1,NA,NA,14,NA,2,NA
2004,1966,38,NA,2,NA,NA,14,NA,3,NA
2004,1950,54,2,2,3,1,14,4,2,3
2004,1951,53,2,2,3,1,12,2,1,3
2004,1972,32,NA,2,2,NA,14,6,3,2
2004,1948,56,NA,2,NA,NA,12,NA,1,NA
2004,1984,20,1,1,NA,NA,12,NA,2,NA
2004,1955,49,2,1,2,2,16,2,2,3
2004,1975,29,2,1,NA,NA,12,NA,2,NA
2004,1964,40,NA,1,NA,NA,12,NA,4,NA
2004,1982,22,NA,2,NA,NA,11,NA,2,NA
2004,1979,25,NA,2,3,NA,13,4,2,3
2004,1943,61,NA,1,1,NA,18,6,3,1
2004,1939,65,NA,1,NA,NA,12,NA,3,NA
2004,1953,51,NA,2,NA,NA,13,NA,2,NA
2004,1957,47,NA,2,NA,NA,9,NA,2,NA
2004,1951,53,2,1,1,1,16,5,3,3
2004,1978,26,NA,2,NA,NA,16,NA,3,NA
2004,1965,39,NA,2,NA,NA,18,NA,2,NA
2004,1952,52,NA,2,NA,NA,12,NA,3,NA
2004,1975,29,1,1,1,1,13,5,2,1
2004,1938,66,1,2,1,2,14,4,2,2
2004,1947,57,1,2,1,1,9,5,3,2
2004,1939,65,NA,2,NA,NA,16,NA,3,NA
2004,1954,50,2,2,NA,NA,10,NA,2,NA
2004,1919,85,NA,1,2,NA,16,5,3,1
2004,1947,57,NA,2,NA,NA,16,NA,3,NA
2004,1946,58,1,2,1,1,20,3,3,1
2004,1963,41,3,2,1,2,16,4,3,1
2004,1961,43,NA,1,NA,NA,13,NA,4,NA
2004,1962,42,2,1,NA,NA,14,NA,2,NA
2004,1970,34,NA,2,1,NA,16,7,3,1
2004,1968,36,NA,1,2,NA,15,5,3,1
2004,1954,50,2,1,NA,NA,12,NA,2,NA
2004,1985,19,NA,2,NA,NA,14,NA,3,NA
2004,1947,57,1,1,NA,NA,14,NA,2,NA
2004,1975,29,1,1,3,2,12,4,2,3
2004,1982,22,NA,2,2,NA,14,2,3,1
2004,1984,20,NA,2,3,NA,13,2,2,3
2004,1984,20,NA,2,2,NA,13,4,3,2
2004,1962,42,2,1,2,2,11,3,2,2
2004,1949,55,2,2,2,2,14,4,3,3
2004,1959,45,1,2,NA,NA,13,NA,3,NA
2004,1969,35,1,1,2,2,16,4,3,3
2004,1936,68,1,1,NA,NA,16,NA,3,NA
2004,1946,58,NA,1,1,NA,15,6,2,1
2004,1969,35,NA,2,NA,NA,13,NA,3,NA
2004,1958,46,1,1,1,1,18,6,3,1
2004,1970,34,2,1,NA,NA,15,NA,3,NA
2004,1915,89,1,1,2,1,14,6,3,2
2004,1934,70,1,2,2,2,12,3,2,2
2004,1944,60,NA,2,NA,NA,14,NA,3,NA
2004,1969,35,2,2,3,2,12,5,1,3
2004,1941,63,NA,2,1,NA,14,5,3,1
2004,1983,21,3,1,3,1,14,4,2,3
2004,1943,61,NA,1,NA,NA,13,NA,3,NA
2004,1974,30,NA,2,NA,NA,12,NA,2,NA
2004,1937,67,1,2,1,1,14,5,3,2
2004,1942,62,4,1,NA,NA,12,NA,3,NA
2004,1971,33,NA,1,NA,NA,16,NA,3,NA
2004,1952,52,2,2,2,2,15,6,3,2
2004,1944,60,3,2,2,1,16,4,2,3
2004,1953,51,2,2,NA,NA,2,NA,3,NA
2004,1958,46,NA,2,NA,NA,15,NA,2,NA
2004,1959,45,NA,1,NA,NA,10,NA,1,NA
2004,1959,45,NA,2,2,NA,14,1,3,3
2004,1947,57,2,2,1,1,12,3,2,2
2004,1981,23,2,2,NA,NA,16,NA,2,NA
2004,1948,56,NA,2,NA,NA,17,NA,2,NA
2004,1970,34,NA,2,NA,NA,11,NA,2,NA
2004,1963,41,NA,1,NA,NA,16,NA,3,NA
2004,1960,44,2,2,3,1,16,3,2,3
2004,1973,31,1,1,2,1,16,5,3,2
2004,1960,44,1,1,NA,NA,16,NA,4,NA
2004,1962,42,2,1,2,2,18,4,3,1
2004,1944,60,NA,1,1,NA,16,6,3,1
2004,1961,43,1,2,1,1,18,2,4,1
2004,1949,55,NA,1,NA,NA,14,NA,3,NA
2004,1971,33,NA,2,2,NA,20,2,3,1
2004,1960,44,1,1,2,1,16,6,3,1
2004,1972,32,NA,2,NA,NA,16,NA,2,NA
2004,1962,42,NA,1,NA,NA,16,NA,3,NA
2004,1977,27,2,2,1,1,18,2,3,1
2004,1958,46,NA,1,NA,NA,14,NA,2,NA
2004,1951,53,NA,2,NA,NA,12,NA,3,NA
2004,1970,34,NA,1,1,NA,16,3,3,2
2004,1970,34,2,1,1,1,14,6,3,1
2004,1963,41,2,2,1,2,12,2,2,2
2004,1952,52,NA,2,NA,NA,18,NA,3,NA
2004,1975,29,NA,1,NA,NA,17,NA,3,NA
2004,1964,40,NA,1,NA,NA,20,NA,3,NA
2004,1975,29,NA,1,3,NA,14,4,2,3
2004,1959,45,1,2,1,1,17,3,3,1
2004,1952,52,NA,1,2,NA,20,4,3,1
2004,1947,57,NA,1,NA,NA,16,NA,3,NA
2004,1976,28,NA,2,NA,NA,12,NA,2,NA
2004,1923,81,NA,1,2,NA,8,6,2,1
2004,1956,48,NA,2,NA,NA,17,NA,2,NA
2004,1945,59,NA,2,NA,NA,14,NA,3,NA
2004,1926,78,2,2,NA,NA,12,NA,1,NA
2004,1938,66,NA,1,NA,NA,15,NA,3,NA
2004,1968,36,NA,2,NA,NA,18,NA,3,NA
2004,1939,65,1,1,1,1,19,3,3,2
2004,1944,60,NA,2,NA,NA,17,NA,3,NA
2004,1944,60,NA,1,2,NA,12,4,3,2
2004,1960,44,NA,2,NA,NA,14,NA,2,NA
2004,1976,28,3,1,2,2,9,5,1,3
2004,1960,44,1,1,2,2,10,7,2,3
2004,1963,41,NA,2,NA,NA,14,NA,2,NA
2004,1970,34,2,2,2,2,12,3,3,3
2004,1943,61,2,1,1,1,8,7,3,2
2004,1976,28,1,2,NA,NA,18,NA,3,NA
2004,1961,43,2,1,2,1,13,4,3,3
2004,1953,51,1,1,NA,NA,16,NA,3,NA
2004,1935,69,2,2,2,2,14,4,3,1
2004,1973,31,NA,2,2,NA,18,5,3,1
2004,1957,47,NA,2,NA,NA,17,NA,3,NA
2004,1978,26,1,2,2,1,16,3,2,3
2004,1980,24,3,1,1,2,12,4,2,3
2004,1965,39,NA,1,2,NA,12,2,1,3
2004,1967,37,NA,1,NA,NA,12,NA,2,NA
2004,1979,25,NA,2,NA,NA,14,NA,3,NA
2004,1975,29,2,1,2,2,12,5,2,2
2004,1965,39,2,1,3,2,12,2,3,3
2004,1985,19,1,2,NA,NA,12,NA,2,NA
2004,1979,25,2,1,2,2,16,5,2,2
2004,1945,59,NA,1,2,NA,12,4,3,3
2004,1963,41,NA,2,2,NA,11,4,2,3
2004,1949,55,NA,2,NA,NA,16,NA,3,NA
2004,1972,32,NA,1,NA,NA,16,NA,3,NA
2004,1982,22,2,2,1,2,13,4,2,3
2004,1956,48,3,1,NA,NA,12,NA,2,NA
2004,1949,55,3,2,3,3,12,5,2,3
2004,1930,74,NA,2,2,NA,11,NA,NA,3
2004,1941,63,2,2,1,1,13,3,2,3
2004,1961,43,NA,1,NA,NA,20,NA,3,NA
2004,1981,23,NA,2,NA,NA,15,NA,3,NA
2004,1979,25,NA,2,2,NA,13,2,2,2
2004,1970,34,2,2,3,3,11,4,2,3
2004,1946,58,NA,1,2,NA,16,5,3,1
2004,1948,56,3,1,2,1,20,5,3,1
2004,1942,62,1,1,NA,NA,17,NA,3,NA
2004,1929,75,2,2,3,3,14,3,3,1
2004,1958,46,2,1,NA,NA,16,NA,3,NA
2004,1959,45,2,2,NA,NA,18,NA,4,NA
2004,1941,63,2,2,3,1,12,4,3,1
2004,1978,26,NA,2,NA,NA,15,NA,3,NA
2004,1942,62,NA,2,NA,NA,14,NA,3,NA
2004,1952,52,1,1,NA,NA,15,NA,3,NA
2004,1931,73,NA,2,3,NA,14,5,NA,3
2004,1940,64,NA,1,NA,NA,14,NA,3,NA
2004,1917,87,2,2,2,2,10,4,3,2
2004,1945,59,2,2,2,1,12,7,3,3
2004,1926,78,NA,2,2,NA,8,4,3,1
2004,1954,50,2,2,1,1,13,4,3,2
2004,1954,50,NA,2,NA,NA,16,NA,2,NA
2004,1932,72,1,2,NA,NA,16,NA,3,NA
2004,1951,53,NA,1,1,NA,14,4,4,2
2004,1941,63,2,1,NA,NA,16,NA,3,NA
2004,1932,72,2,2,3,1,16,2,3,3
2004,1958,46,NA,2,NA,NA,16,NA,3,NA
2004,1970,34,1,1,3,1,20,6,3,2
2004,1952,52,1,1,NA,NA,15,NA,3,NA
2004,1965,39,NA,2,NA,NA,9,NA,3,NA
2004,1977,27,NA,1,NA,NA,16,NA,2,NA
2004,1940,64,NA,2,NA,NA,8,NA,1,NA
2004,1929,75,1,1,1,1,14,2,3,1
2004,1983,21,NA,2,1,NA,14,1,2,2
2004,1969,35,2,2,NA,NA,12,NA,2,NA
2004,1969,35,2,1,NA,NA,12,NA,2,NA
2004,1944,60,NA,2,NA,NA,14,NA,3,NA
2004,1968,36,NA,2,NA,NA,17,NA,3,NA
2004,1974,30,NA,2,1,NA,14,4,3,1
2004,1966,38,NA,2,NA,NA,14,NA,2,NA
2004,1963,41,NA,1,NA,NA,18,NA,3,NA
2004,1935,69,2,2,NA,NA,12,NA,3,NA
2004,1952,52,NA,2,NA,NA,18,NA,3,NA
2004,1973,31,NA,2,NA,NA,16,NA,3,NA
2004,1949,55,2,1,NA,NA,17,NA,3,NA
2004,1957,47,2,2,2,1,18,1,3,3
2004,1974,30,NA,2,3,NA,10,1,3,2
2004,1918,86,NA,2,NA,NA,13,NA,3,NA
2004,1948,56,3,1,3,1,16,1,2,3
2004,1964,40,2,2,1,2,13,4,2,3
2004,1925,79,NA,2,NA,NA,12,NA,3,NA
2004,1971,33,2,2,NA,NA,12,NA,3,NA
2004,1943,61,4,1,3,3,4,4,2,2
2004,1978,26,NA,2,NA,NA,16,NA,2,NA
2004,1962,42,1,2,2,1,13,4,2,3
2004,1958,46,3,1,NA,NA,13,NA,3,NA
2004,1946,58,NA,1,1,NA,17,4,3,1
2004,1936,68,2,2,NA,NA,12,NA,2,NA
2004,1938,66,NA,2,NA,NA,14,NA,1,NA
2004,1938,66,NA,2,NA,NA,12,NA,2,NA
2004,1943,61,2,2,2,2,12,4,2,2
2004,1929,75,3,2,NA,NA,11,NA,2,NA
2004,1963,41,1,2,1,1,16,7,3,1
2004,1979,25,NA,2,NA,NA,14,NA,2,NA
2004,1975,29,NA,2,NA,NA,12,NA,2,NA
2004,1960,44,2,1,NA,NA,14,NA,3,NA
2004,1976,28,NA,2,NA,NA,16,NA,2,NA
2004,1947,57,NA,2,2,NA,0,2,3,3
2004,1926,78,NA,1,NA,NA,12,NA,2,NA
2004,1939,65,NA,1,3,NA,14,4,3,1
2004,1947,57,2,1,3,1,14,2,2,2
2004,1935,69,NA,1,NA,NA,18,NA,2,NA
2004,1955,49,NA,1,NA,NA,16,NA,3,NA
2004,1960,44,2,2,1,1,16,4,2,1
2004,1968,36,NA,1,2,NA,14,4,2,3
2004,1950,54,2,2,2,1,14,4,2,2
2004,1968,36,NA,2,2,NA,13,4,2,2
2004,1947,57,3,2,2,2,12,4,3,3
2004,1982,22,NA,2,NA,NA,16,NA,3,NA
2004,1983,21,NA,1,3,NA,12,2,3,2
2004,1976,28,NA,1,NA,NA,14,NA,2,NA
2004,1944,60,NA,1,NA,NA,20,NA,4,NA
2004,1959,45,1,2,1,1,19,3,3,1
2004,1957,47,1,1,2,1,19,2,3,1
2004,1941,63,1,1,1,1,20,3,3,1
2004,1940,64,NA,2,NA,NA,18,NA,4,NA
2004,1956,48,NA,2,NA,NA,16,NA,3,NA
2004,1941,63,NA,1,NA,NA,13,NA,2,NA
2004,1953,51,NA,2,1,NA,16,5,3,1
2004,1964,40,1,1,1,1,14,7,3,1
2004,1919,85,2,1,2,1,17,6,3,2
2004,1940,64,3,1,NA,NA,20,NA,3,NA
2004,1984,20,2,1,2,2,13,4,3,1
2004,1954,50,2,1,NA,NA,18,NA,3,NA
2004,1968,36,NA,1,NA,NA,16,NA,3,NA
2004,1960,44,NA,1,3,NA,12,5,3,3
2004,1967,37,2,1,3,1,16,4,3,1
2004,1964,40,NA,1,2,NA,20,4,3,1
2004,1956,48,3,1,NA,NA,13,NA,2,NA
2004,1946,58,1,1,NA,NA,14,NA,3,NA
2004,1969,35,NA,2,NA,NA,17,NA,3,NA
2004,1973,31,NA,2,2,NA,15,6,3,1
2004,1981,23,NA,1,NA,NA,15,NA,2,NA
2004,1969,35,NA,2,2,NA,12,6,1,2
2004,1980,24,NA,2,3,NA,12,3,2,3
2004,1953,51,NA,1,NA,NA,15,NA,2,NA
2004,1949,55,2,2,1,1,12,4,2,1
2004,1975,29,NA,2,NA,NA,14,NA,2,NA
2004,1948,56,NA,2,NA,NA,13,NA,2,NA
2004,1964,40,2,2,NA,NA,12,NA,3,NA
2004,1954,50,NA,2,NA,NA,12,NA,2,NA
2004,1956,48,NA,2,NA,NA,14,NA,2,NA
2004,1969,35,NA,1,3,NA,14,4,1,3
2004,1969,35,NA,1,NA,NA,12,NA,1,NA
2004,1976,28,3,1,2,2,13,3,2,1
2004,1954,50,NA,1,3,NA,13,6,2,2
2004,1957,47,NA,2,NA,NA,12,NA,1,NA
2004,1943,61,3,1,3,NA,8,4,1,3
2004,1960,44,NA,1,NA,NA,18,NA,2,NA
2004,1948,56,2,1,1,2,15,3,2,2
2004,1937,67,NA,1,NA,NA,12,NA,2,NA
2004,1931,73,NA,2,NA,NA,11,NA,3,NA
2004,1961,43,1,1,2,1,16,3,3,2
2004,1974,30,NA,1,NA,NA,10,NA,2,NA
2004,1977,27,NA,2,NA,NA,17,NA,2,NA
2004,1979,25,NA,2,2,NA,14,1,2,3
2004,1964,40,1,1,1,1,16,5,3,1
2004,1979,25,1,2,NA,NA,16,NA,2,NA
2004,1970,34,3,1,2,2,11,6,3,2
2004,1978,26,NA,1,2,NA,14,6,1,3
2004,1949,55,1,2,3,1,11,4,1,2
2004,1979,25,NA,2,NA,NA,16,NA,2,NA
2004,1949,55,NA,2,NA,NA,12,NA,2,NA
2004,1981,23,NA,1,NA,NA,12,NA,2,NA
2004,1965,39,1,2,NA,NA,12,NA,2,NA
2004,1970,34,3,1,2,1,12,4,3,1
2004,1934,70,NA,2,NA,NA,12,NA,2,NA
2004,1967,37,2,2,1,1,16,5,2,2
2004,1964,40,NA,2,2,NA,12,4,2,2
2004,1956,48,NA,1,1,NA,16,4,3,1
2004,1917,87,2,2,2,2,12,4,3,2
2004,1930,74,2,2,NA,NA,16,NA,4,NA
2004,1940,64,NA,2,NA,NA,18,NA,3,NA
2004,1952,52,1,2,2,1,13,4,2,1
2004,1978,26,NA,1,NA,NA,16,NA,3,NA
2004,1953,51,1,2,1,1,14,2,3,2
2004,1965,39,NA,2,3,NA,17,3,3,1
2004,1952,52,NA,1,NA,NA,17,NA,3,NA
2004,1952,52,2,1,2,2,14,3,3,1
2004,1966,38,NA,2,NA,NA,16,NA,3,NA
2004,1957,47,2,2,2,2,20,2,2,2
2004,1931,73,NA,2,NA,NA,14,NA,3,NA
2004,1970,34,NA,1,NA,NA,18,NA,3,NA
2004,1972,32,NA,2,NA,NA,14,NA,3,NA
2004,1967,37,NA,1,NA,NA,12,NA,2,NA
2004,1930,74,1,1,2,1,20,6,3,1
2004,1938,66,NA,2,1,NA,15,4,4,1
2004,1969,35,2,1,1,1,17,5,3,2
2004,1959,45,1,2,2,2,16,4,2,2
2004,1957,47,NA,1,1,NA,12,1,3,1
2004,1970,34,2,2,NA,NA,14,NA,2,NA
2004,1979,25,NA,2,NA,NA,12,NA,2,NA
2004,1957,47,2,2,1,1,11,6,1,3
2004,1972,32,NA,2,NA,NA,14,NA,2,NA
2004,1945,59,NA,1,NA,NA,6,NA,3,NA
2004,1985,19,NA,2,NA,NA,11,NA,2,NA
2004,1968,36,1,1,NA,NA,19,NA,3,NA
2004,1939,65,NA,2,NA,NA,20,NA,4,NA
2004,1985,19,1,2,1,1,13,3,2,2
2004,1975,29,2,1,2,2,20,4,3,2
2004,1955,49,2,1,2,2,16,4,2,2
2004,1948,56,NA,1,NA,NA,20,NA,2,NA
2004,1941,63,2,2,1,2,12,4,2,1
2004,1953,51,NA,1,NA,NA,15,NA,2,NA
2004,1947,57,NA,1,NA,NA,13,NA,2,NA
2004,1972,32,NA,1,NA,NA,13,NA,2,NA
2004,1924,80,2,2,2,2,16,2,3,1
2004,1971,33,2,1,2,1,16,6,3,2
2004,1919,85,NA,2,NA,NA,8,NA,3,NA
2004,1920,84,3,1,1,2,14,6,2,3
2004,1916,88,3,1,3,2,12,4,3,2
2004,1976,28,NA,2,NA,NA,12,NA,2,NA
2004,1967,37,1,1,1,1,12,4,2,2
2004,1926,78,NA,2,NA,NA,13,NA,2,NA
2004,1984,20,NA,1,NA,NA,13,NA,3,NA
2004,1979,25,NA,1,1,NA,16,4,3,1
2004,1965,39,2,2,1,1,14,4,2,1
2004,1960,44,NA,2,2,NA,15,6,3,1
2004,1969,35,2,1,2,2,12,4,2,2
2004,1970,34,NA,1,NA,NA,12,NA,2,NA
2004,1953,51,2,1,2,2,16,5,2,2
2004,1968,36,NA,1,1,NA,12,6,2,3
2004,1981,23,NA,1,NA,NA,16,NA,3,NA
2004,1985,19,NA,2,NA,NA,12,NA,2,NA
2004,1956,48,NA,1,2,NA,12,2,1,2
2004,1948,56,3,2,2,2,12,4,2,3
2004,1970,34,1,1,2,1,18,5,2,1
2004,1934,70,NA,1,NA,NA,12,NA,3,NA
2004,1979,25,NA,1,1,NA,12,4,2,1
2004,1940,64,3,2,1,2,13,4,2,3
2004,1952,52,2,2,NA,NA,16,NA,3,NA
2004,1958,46,2,1,NA,NA,13,NA,2,NA
2004,1935,69,NA,1,NA,NA,20,NA,3,NA
2004,1972,32,NA,2,NA,NA,18,NA,2,NA
2004,1952,52,1,1,2,1,16,4,3,2
2004,1966,38,1,2,NA,NA,14,NA,3,NA
2004,1956,48,NA,2,2,NA,15,6,3,3
2004,1927,77,NA,1,NA,NA,19,NA,3,NA
2004,1960,44,2,1,NA,NA,13,NA,2,NA
2004,1963,41,1,2,NA,NA,15,NA,3,NA
2004,1977,27,2,2,2,2,20,2,3,3
2004,1971,33,1,2,2,1,20,2,2,3
2004,1936,68,3,2,2,2,9,4,2,3
2004,1983,21,NA,2,2,NA,15,4,3,3
2004,1984,20,3,1,2,2,14,3,2,1
2004,1966,38,NA,1,NA,NA,12,NA,3,NA
2004,1972,32,1,2,NA,NA,20,NA,3,NA
2004,1977,27,NA,2,2,NA,17,2,2,1
2004,1932,72,2,2,3,3,13,4,2,2
2004,1970,34,1,1,2,1,18,6,3,2
2004,1970,34,NA,2,NA,NA,14,NA,3,NA
2004,1966,38,NA,2,NA,NA,16,NA,3,NA
2004,1935,69,NA,2,1,NA,12,6,3,1
2004,1959,45,NA,1,2,NA,18,5,3,2
2004,1945,59,NA,1,2,NA,12,3,2,3
2004,1922,82,1,2,1,2,18,2,3,1
2004,1944,60,2,2,2,2,12,4,3,1
2004,1944,60,NA,1,NA,NA,16,NA,3,NA
2004,1923,81,2,2,2,2,18,4,3,1
2004,1921,83,NA,2,NA,NA,12,NA,3,NA
2004,1965,39,2,2,1,2,15,5,2,1
2004,1955,49,NA,2,NA,NA,14,NA,3,NA
2004,1972,32,NA,2,NA,NA,16,NA,2,NA
2004,1923,81,1,1,NA,NA,16,NA,4,NA
2004,1952,52,NA,2,NA,NA,14,NA,3,NA
2004,1953,51,NA,2,2,NA,14,3,2,3
2004,1942,62,NA,1,NA,NA,17,NA,4,NA
2004,1980,24,2,1,3,2,14,7,2,2
2004,1978,26,NA,2,NA,NA,15,NA,2,NA
2004,1962,42,2,1,NA,NA,14,NA,3,NA
2004,1954,50,NA,2,1,NA,16,7,3,2
2004,1969,35,2,2,1,2,16,2,3,2
2004,1951,53,NA,2,2,NA,12,6,2,2
2004,1962,42,2,2,NA,NA,16,NA,3,NA
