S003,COUNTRY_ALPHA,COW_NUM,COW_ALPHA,S012,S001,S022,S023,X003,X001,X002,S020,A009,A008,year,year2,country_code,age,sex,cohort,health,happy
840,USA,2,USA,20170507,2,201704,201705,40,2,1977,2017,4,2,2017,2017,840,40,2,1977,2,3
840,USA,2,USA,20170501,2,201704,201705,32,1,1985,2017,4,2,2017,2017,840,32,1,1985,2,3
840,USA,2,USA,20170501,2,201704,201705,53,1,1964,2017,2,2,2017,2017,840,53,1,1964,4,3
840,USA,2,USA,20170502,2,201704,201705,78,1,1939,2017,1,1,2017,2017,840,78,1,1939,5,4
840,USA,2,USA,20170501,2,201704,201705,59,1,1958,2017,1,1,2017,2017,840,59,1,1958,5,4
840,USA,2,USA,20170501,2,201704,201705,37,2,1980,2017,2,2,2017,2017,840,37,2,1980,4,3
840,USA,2,USA,20170507,2,201704,201705,25,2,1992,2017,2,1,2017,2017,840,25,2,1992,4,4
840,USA,2,USA,20170501,2,201704,201705,52,2,1965,2017,3,1,2017,2017,840,52,2,1965,3,4
840,USA,2,USA,20170430,2,201704,201705,35,1,1982,2017,1,2,2017,2017,840,35,1,1982,5,3
840,USA,2,USA,20170502,2,201704,201705,26,1,1991,2017,3,3,2017,2017,840,26,1,1991,3,2
840,USA,2,USA,20170517,2,201704,201705,53,1,1964,2017,1,1,2017,2017,840,53,1,1964,5,4
840,USA,2,USA,20170428,2,201704,201705,47,2,1970,2017,4,2,2017,2017,840,47,2,1970,2,3
840,USA,2,USA,20170501,2,201704,201705,41,1,1976,2017,2,2,2017,2017,840,41,1,1976,4,3
840,USA,2,USA,20170502,2,201704,201705,61,1,1956,2017,3,2,2017,2017,840,61,1,1956,3,3
840,USA,2,USA,20170502,2,201704,201705,70,1,1947,2017,2,2,2017,2017,840,70,1,1947,4,3
840,USA,2,USA,20170501,2,201704,201705,42,2,1975,2017,3,3,2017,2017,840,42,2,1975,3,2
840,USA,2,USA,20170503,2,201704,201705,23,2,1994,2017,1,1,2017,2017,840,23,2,1994,5,4
840,USA,2,USA,20170502,2,201704,201705,47,2,1970,2017,2,1,2017,2017,840,47,2,1970,4,4
840,USA,2,USA,20170503,2,201704,201705,44,1,1973,2017,3,2,2017,2017,840,44,1,1973,3,3
840,USA,2,USA,20170502,2,201704,201705,58,1,1959,2017,3,2,2017,2017,840,58,1,1959,3,3
840,USA,2,USA,20170501,2,201704,201705,28,1,1989,2017,2,2,2017,2017,840,28,1,1989,4,3
840,USA,2,USA,20170502,2,201704,201705,60,1,1957,2017,1,2,2017,2017,840,60,1,1957,5,3
840,USA,2,USA,20170509,2,201704,201705,19,1,1998,2017,1,2,2017,2017,840,19,1,1998,5,3
840,USA,2,USA,20170501,2,201704,201705,48,2,1969,2017,1,1,2017,2017,840,48,2,1969,5,4
840,USA,2,USA,20170501,2,201704,201705,28,1,1989,2017,3,2,2017,2017,840,28,1,1989,3,3
840,USA,2,USA,20170502,2,201704,201705,65,1,1952,2017,1,2,2017,2017,840,65,1,1952,5,3
840,USA,2,USA,20170521,2,201704,201705,25,1,1992,2017,3,2,2017,2017,840,25,1,1992,3,3
840,USA,2,USA,20170501,2,201704,201705,42,2,1975,2017,3,3,2017,2017,840,42,2,1975,3,2
840,USA,2,USA,20170502,2,201704,201705,62,1,1955,2017,2,2,2017,2017,840,62,1,1955,4,3
840,USA,2,USA,20170502,2,201704,201705,70,1,1947,2017,2,2,2017,2017,840,70,1,1947,4,3
840,USA,2,USA,20170501,2,201704,201705,33,2,1984,2017,2,1,2017,2017,840,33,2,1984,4,4
840,USA,2,USA,20170502,2,201704,201705,50,1,1967,2017,4,2,2017,2017,840,50,1,1967,2,3
840,USA,2,USA,20170501,2,201704,201705,32,2,1985,2017,2,2,2017,2017,840,32,2,1985,4,3
840,USA,2,USA,20170502,2,201704,201705,30,1,1987,2017,2,2,2017,2017,840,30,1,1987,4,3
840,USA,2,USA,20170501,2,201704,201705,71,2,1946,2017,2,3,2017,2017,840,71,2,1946,4,2
840,USA,2,USA,20170501,2,201704,201705,19,2,1998,2017,2,2,2017,2017,840,19,2,1998,4,3
840,USA,2,USA,20170504,2,201704,201705,56,1,1961,2017,2,1,2017,2017,840,56,1,1961,4,4
840,USA,2,USA,20170522,2,201704,201705,54,1,1963,2017,5,4,2017,2017,840,54,1,1963,1,1
840,USA,2,USA,20170429,2,201704,201705,62,1,1955,2017,3,2,2017,2017,840,62,1,1955,3,3
840,USA,2,USA,20170429,2,201704,201705,24,2,1993,2017,2,1,2017,2017,840,24,2,1993,4,4
840,USA,2,USA,20170501,2,201704,201705,33,1,1984,2017,2,2,2017,2017,840,33,1,1984,4,3
840,USA,2,USA,20170501,2,201704,201705,63,2,1954,2017,2,1,2017,2017,840,63,2,1954,4,4
840,USA,2,USA,20170502,2,201704,201705,49,2,1968,2017,2,3,2017,2017,840,49,2,1968,4,2
840,USA,2,USA,20170503,2,201704,201705,58,1,1959,2017,2,2,2017,2017,840,58,1,1959,4,3
840,USA,2,USA,20170517,2,201704,201705,23,2,1994,2017,2,2,2017,2017,840,23,2,1994,4,3
840,USA,2,USA,20170501,2,201704,201705,20,2,1997,2017,1,2,2017,2017,840,20,2,1997,5,3
840,USA,2,USA,20170502,2,201704,201705,21,2,1996,2017,2,1,2017,2017,840,21,2,1996,4,4
840,USA,2,USA,20170519,2,201704,201705,34,1,1983,2017,1,2,2017,2017,840,34,1,1983,5,3
840,USA,2,USA,20170501,2,201704,201705,46,2,1971,2017,2,2,2017,2017,840,46,2,1971,4,3
840,USA,2,USA,20170524,2,201704,201705,35,1,1982,2017,2,2,2017,2017,840,35,1,1982,4,3
840,USA,2,USA,20170517,2,201704,201705,65,2,1952,2017,2,2,2017,2017,840,65,2,1952,4,3
840,USA,2,USA,20170501,2,201704,201705,35,2,1982,2017,2,2,2017,2017,840,35,2,1982,4,3
840,USA,2,USA,20170502,2,201704,201705,70,1,1947,2017,2,2,2017,2017,840,70,1,1947,4,3
840,USA,2,USA,20170507,2,201704,201705,58,1,1959,2017,1,2,2017,2017,840,58,1,1959,5,3
840,USA,2,USA,20170519,2,201704,201705,27,2,1990,2017,2,1,2017,2017,840,27,2,1990,4,4
840,USA,2,USA,20170502,2,201704,201705,21,2,1996,2017,3,2,2017,2017,840,21,2,1996,3,3
840,USA,2,USA,20170504,2,201704,201705,25,1,1992,2017,3,2,2017,2017,840,25,1,1992,3,3
840,USA,2,USA,20170501,2,201704,201705,51,2,1966,2017,2,2,2017,2017,840,51,2,1966,4,3
840,USA,2,USA,20170428,2,201704,201705,27,2,1990,2017,1,1,2017,2017,840,27,2,1990,5,4
840,USA,2,USA,20170501,2,201704,201705,48,1,1969,2017,2,1,2017,2017,840,48,1,1969,4,4
840,USA,2,USA,20170503,2,201704,201705,30,1,1987,2017,3,2,2017,2017,840,30,1,1987,3,3
840,USA,2,USA,20170502,2,201704,201705,53,2,1964,2017,4,3,2017,2017,840,53,2,1964,2,2
840,USA,2,USA,20170430,2,201704,201705,53,1,1964,2017,2,1,2017,2017,840,53,1,1964,4,4
840,USA,2,USA,20170504,2,201704,201705,33,2,1984,2017,3,2,2017,2017,840,33,2,1984,3,3
840,USA,2,USA,20170504,2,201704,201705,24,1,1993,2017,2,1,2017,2017,840,24,1,1993,4,4
840,USA,2,USA,20170501,2,201704,201705,26,2,1991,2017,2,2,2017,2017,840,26,2,1991,4,3
840,USA,2,USA,20170501,2,201704,201705,62,1,1955,2017,3,3,2017,2017,840,62,1,1955,3,2
840,USA,2,USA,20170509,2,201704,201705,29,2,1988,2017,2,2,2017,2017,840,29,2,1988,4,3
840,USA,2,USA,20170501,2,201704,201705,55,2,1962,2017,3,3,2017,2017,840,55,2,1962,3,2
840,USA,2,USA,20170501,2,201704,201705,48,2,1969,2017,1,1,2017,2017,840,48,2,1969,5,4
840,USA,2,USA,20170505,2,201704,201705,27,1,1990,2017,3,2,2017,2017,840,27,1,1990,3,3
840,USA,2,USA,20170502,2,201704,201705,73,2,1944,2017,2,1,2017,2017,840,73,2,1944,4,4
840,USA,2,USA,20170508,2,201704,201705,32,2,1985,2017,2,2,2017,2017,840,32,2,1985,4,3
840,USA,2,USA,20170531,2,201704,201705,28,2,1989,2017,1,2,2017,2017,840,28,2,1989,5,3
840,USA,2,USA,20170501,2,201704,201705,28,2,1989,2017,1,1,2017,2017,840,28,2,1989,5,4
840,USA,2,USA,20170527,2,201704,201705,21,2,1996,2017,2,3,2017,2017,840,21,2,1996,4,2
840,USA,2,USA,20170501,2,201704,201705,31,1,1986,2017,1,2,2017,2017,840,31,1,1986,5,3
840,USA,2,USA,20170503,2,201704,201705,65,1,1952,2017,2,2,2017,2017,840,65,1,1952,4,3
840,USA,2,USA,20170502,2,201704,201705,43,2,1974,2017,1,2,2017,2017,840,43,2,1974,5,3
840,USA,2,USA,20170501,2,201704,201705,26,2,1991,2017,1,1,2017,2017,840,26,2,1991,5,4
840,USA,2,USA,20170502,2,201704,201705,47,1,1970,2017,2,2,2017,2017,840,47,1,1970,4,3
840,USA,2,USA,20170522,2,201704,201705,53,1,1964,2017,3,3,2017,2017,840,53,1,1964,3,2
840,USA,2,USA,20170501,2,201704,201705,81,1,1936,2017,2,1,2017,2017,840,81,1,1936,4,4
840,USA,2,USA,20170501,2,201704,201705,60,2,1957,2017,2,2,2017,2017,840,60,2,1957,4,3
840,USA,2,USA,20170502,2,201704,201705,26,2,1991,2017,2,2,2017,2017,840,26,2,1991,4,3
840,USA,2,USA,20170503,2,201704,201705,56,2,1961,2017,2,2,2017,2017,840,56,2,1961,4,3
840,USA,2,USA,20170522,2,201704,201705,50,1,1967,2017,2,2,2017,2017,840,50,1,1967,4,3
840,USA,2,USA,20170504,2,201704,201705,69,2,1948,2017,3,2,2017,2017,840,69,2,1948,3,3
840,USA,2,USA,20170501,2,201704,201705,33,1,1984,2017,2,2,2017,2017,840,33,1,1984,4,3
840,USA,2,USA,20170501,2,201704,201705,37,1,1980,2017,1,1,2017,2017,840,37,1,1980,5,4
840,USA,2,USA,20170501,2,201704,201705,31,2,1986,2017,1,1,2017,2017,840,31,2,1986,5,4
840,USA,2,USA,20170510,2,201704,201705,56,2,1961,2017,1,2,2017,2017,840,56,2,1961,5,3
840,USA,2,USA,20170429,2,201704,201705,28,2,1989,2017,3,2,2017,2017,840,28,2,1989,3,3
840,USA,2,USA,20170506,2,201704,201705,28,1,1989,2017,2,2,2017,2017,840,28,1,1989,4,3
840,USA,2,USA,20170502,2,201704,201705,41,1,1976,2017,3,2,2017,2017,840,41,1,1976,3,3
840,USA,2,USA,20170502,2,201704,201705,56,1,1961,2017,3,2,2017,2017,840,56,1,1961,3,3
840,USA,2,USA,20170501,2,201704,201705,34,1,1983,2017,2,2,2017,2017,840,34,1,1983,4,3
840,USA,2,USA,20170501,2,201704,201705,55,1,1962,2017,1,1,2017,2017,840,55,1,1962,5,4
840,USA,2,USA,20170528,2,201704,201705,48,2,1969,2017,1,2,2017,2017,840,48,2,1969,5,3
840,USA,2,USA,20170501,2,201704,201705,35,2,1982,2017,2,2,2017,2017,840,35,2,1982,4,3
840,USA,2,USA,20170503,2,201704,201705,62,1,1955,2017,2,1,2017,2017,840,62,1,1955,4,4
840,USA,2,USA,20170502,2,201704,201705,36,1,1981,2017,2,1,2017,2017,840,36,1,1981,4,4
840,USA,2,USA,20170501,2,201704,201705,27,2,1990,2017,2,2,2017,2017,840,27,2,1990,4,3
840,USA,2,USA,20170509,2,201704,201705,45,1,1972,2017,2,2,2017,2017,840,45,1,1972,4,3
840,USA,2,USA,20170501,2,201704,201705,21,1,1996,2017,2,2,2017,2017,840,21,1,1996,4,3
840,USA,2,USA,20170501,2,201704,201705,57,2,1960,2017,2,1,2017,2017,840,57,2,1960,4,4
840,USA,2,USA,20170502,2,201704,201705,36,1,1981,2017,1,2,2017,2017,840,36,1,1981,5,3
840,USA,2,USA,20170501,2,201704,201705,27,2,1990,2017,4,3,2017,2017,840,27,2,1990,2,2
840,USA,2,USA,20170501,2,201704,201705,48,1,1969,2017,2,2,2017,2017,840,48,1,1969,4,3
840,USA,2,USA,20170501,2,201704,201705,31,2,1986,2017,2,2,2017,2017,840,31,2,1986,4,3
840,USA,2,USA,20170503,2,201704,201705,32,2,1985,2017,2,2,2017,2017,840,32,2,1985,4,3
840,USA,2,USA,20170509,2,201704,201705,24,2,1993,2017,1,3,2017,2017,840,24,2,1993,5,2
840,USA,2,USA,20170501,2,201704,201705,43,2,1974,2017,2,2,2017,2017,840,43,2,1974,4,3
840,USA,2,USA,20170512,2,201704,201705,37,1,1980,2017,1,2,2017,2017,840,37,1,1980,5,3
840,USA,2,USA,20170510,2,201704,201705,32,2,1985,2017,4,2,2017,2017,840,32,2,1985,2,3
840,USA,2,USA,20170428,2,201704,201705,35,1,1982,2017,1,1,2017,2017,840,35,1,1982,5,4
840,USA,2,USA,20170511,2,201704,201705,21,1,1996,2017,2,1,2017,2017,840,21,1,1996,4,4
840,USA,2,USA,20170501,2,201704,201705,41,1,1976,2017,3,3,2017,2017,840,41,1,1976,3,2
840,USA,2,USA,20170501,2,201704,201705,35,2,1982,2017,2,2,2017,2017,840,35,2,1982,4,3
840,USA,2,USA,20170501,2,201704,201705,35,1,1982,2017,2,1,2017,2017,840,35,1,1982,4,4
840,USA,2,USA,20170515,2,201704,201705,59,1,1958,2017,1,1,2017,2017,840,59,1,1958,5,4
840,USA,2,USA,20170502,2,201704,201705,32,1,1985,2017,2,2,2017,2017,840,32,1,1985,4,3
840,USA,2,USA,20170501,2,201704,201705,33,1,1984,2017,2,1,2017,2017,840,33,1,1984,4,4
840,USA,2,USA,20170501,2,201704,201705,29,1,1988,2017,2,2,2017,2017,840,29,1,1988,4,3
840,USA,2,USA,20170502,2,201704,201705,51,2,1966,2017,2,2,2017,2017,840,51,2,1966,4,3
840,USA,2,USA,20170504,2,201704,201705,48,2,1969,2017,1,2,2017,2017,840,48,2,1969,5,3
840,USA,2,USA,20170501,2,201704,201705,26,1,1991,2017,2,3,2017,2017,840,26,1,1991,4,2
840,USA,2,USA,20170506,2,201704,201705,66,1,1951,2017,1,1,2017,2017,840,66,1,1951,5,4
840,USA,2,USA,20170501,2,201704,201705,74,1,1943,2017,2,1,2017,2017,840,74,1,1943,4,4
840,USA,2,USA,20170525,2,201704,201705,51,1,1966,2017,3,3,2017,2017,840,51,1,1966,3,2
840,USA,2,USA,20170505,2,201704,201705,38,2,1979,2017,2,3,2017,2017,840,38,2,1979,4,2
840,USA,2,USA,20170501,2,201704,201705,22,1,1995,2017,2,2,2017,2017,840,22,1,1995,4,3
840,USA,2,USA,20170507,2,201704,201705,64,1,1953,2017,3,2,2017,2017,840,64,1,1953,3,3
840,USA,2,USA,20170503,2,201704,201705,30,2,1987,2017,2,2,2017,2017,840,30,2,1987,4,3
840,USA,2,USA,20170503,2,201704,201705,30,2,1987,2017,3,3,2017,2017,840,30,2,1987,3,2
840,USA,2,USA,20170501,2,201704,201705,36,1,1981,2017,1,2,2017,2017,840,36,1,1981,5,3
840,USA,2,USA,20170504,2,201704,201705,27,2,1990,2017,2,2,2017,2017,840,27,2,1990,4,3
840,USA,2,USA,20170501,2,201704,201705,21,2,1996,2017,1,1,2017,2017,840,21,2,1996,5,4
840,USA,2,USA,20170510,2,201704,201705,30,2,1987,2017,3,2,2017,2017,840,30,2,1987,3,3
840,USA,2,USA,20170501,2,201704,201705,28,1,1989,2017,2,2,2017,2017,840,28,1,1989,4,3
840,USA,2,USA,20170501,2,201704,201705,29,2,1988,2017,2,2,2017,2017,840,29,2,1988,4,3
840,USA,2,USA,20170501,2,201704,201705,22,1,1995,2017,2,2,2017,2017,840,22,1,1995,4,3
840,USA,2,USA,20170429,2,201704,201705,46,1,1971,2017,3,2,2017,2017,840,46,1,1971,3,3
840,USA,2,USA,20170501,2,201704,201705,46,2,1971,2017,1,1,2017,2017,840,46,2,1971,5,4
840,USA,2,USA,20170501,2,201704,201705,46,2,1971,2017,-2,1,2017,2017,840,46,2,1971,8,4
840,USA,2,USA,20170504,2,201704,201705,29,1,1988,2017,3,2,2017,2017,840,29,1,1988,3,3
840,USA,2,USA,20170502,2,201704,201705,27,2,1990,2017,2,1,2017,2017,840,27,2,1990,4,4
840,USA,2,USA,20170525,2,201704,201705,28,2,1989,2017,2,1,2017,2017,840,28,2,1989,4,4
840,USA,2,USA,20170510,2,201704,201705,30,2,1987,2017,2,2,2017,2017,840,30,2,1987,4,3
840,USA,2,USA,20170501,2,201704,201705,21,2,1996,2017,3,1,2017,2017,840,21,2,1996,3,4
840,USA,2,USA,20170503,2,201704,201705,26,2,1991,2017,2,3,2017,2017,840,26,2,1991,4,2
840,USA,2,USA,20170501,2,201704,201705,73,1,1944,2017,1,2,2017,2017,840,73,1,1944,5,3
840,USA,2,USA,20170428,2,201704,201705,37,2,1980,2017,2,2,2017,2017,840,37,2,1980,4,3
840,USA,2,USA,20170503,2,201704,201705,60,2,1957,2017,4,2,2017,2017,840,60,2,1957,2,3
840,USA,2,USA,20170503,2,201704,201705,22,1,1995,2017,3,3,2017,2017,840,22,1,1995,3,2
840,USA,2,USA,20170507,2,201704,201705,34,1,1983,2017,1,2,2017,2017,840,34,1,1983,5,3
840,USA,2,USA,20170501,2,201704,201705,51,2,1966,2017,2,2,2017,2017,840,51,2,1966,4,3
840,USA,2,USA,20170501,2,201704,201705,28,2,1989,2017,3,2,2017,2017,840,28,2,1989,3,3
840,USA,2,USA,20170502,2,201704,201705,27,1,1990,2017,1,1,2017,2017,840,27,1,1990,5,4
840,USA,2,USA,20170502,2,201704,201705,51,1,1966,2017,3,2,2017,2017,840,51,1,1966,3,3
840,USA,2,USA,20170502,2,201704,201705,26,2,1991,2017,2,2,2017,2017,840,26,2,1991,4,3
840,USA,2,USA,20170501,2,201704,201705,33,1,1984,2017,2,1,2017,2017,840,33,1,1984,4,4
840,USA,2,USA,20170502,2,201704,201705,59,2,1958,2017,1,1,2017,2017,840,59,2,1958,5,4
840,USA,2,USA,20170429,2,201704,201705,61,1,1956,2017,3,2,2017,2017,840,61,1,1956,3,3
840,USA,2,USA,20170501,2,201704,201705,31,2,1986,2017,1,1,2017,2017,840,31,2,1986,5,4
840,USA,2,USA,20170501,2,201704,201705,39,2,1978,2017,3,2,2017,2017,840,39,2,1978,3,3
840,USA,2,USA,20170503,2,201704,201705,81,1,1936,2017,2,1,2017,2017,840,81,1,1936,4,4
840,USA,2,USA,20170501,2,201704,201705,41,2,1976,2017,1,2,2017,2017,840,41,2,1976,5,3
840,USA,2,USA,20170512,2,201704,201705,59,1,1958,2017,2,2,2017,2017,840,59,1,1958,4,3
840,USA,2,USA,20170504,2,201704,201705,35,1,1982,2017,4,2,2017,2017,840,35,1,1982,2,3
840,USA,2,USA,20170502,2,201704,201705,33,2,1984,2017,3,3,2017,2017,840,33,2,1984,3,2
840,USA,2,USA,20170501,2,201704,201705,32,1,1985,2017,2,2,2017,2017,840,32,1,1985,4,3
840,USA,2,USA,20170507,2,201704,201705,25,2,1992,2017,1,1,2017,2017,840,25,2,1992,5,4
840,USA,2,USA,20170503,2,201704,201705,32,2,1985,2017,2,2,2017,2017,840,32,2,1985,4,3
840,USA,2,USA,20170501,2,201704,201705,30,1,1987,2017,2,2,2017,2017,840,30,1,1987,4,3
840,USA,2,USA,20170511,2,201704,201705,34,2,1983,2017,1,2,2017,2017,840,34,2,1983,5,3
840,USA,2,USA,20170513,2,201704,201705,30,2,1987,2017,2,2,2017,2017,840,30,2,1987,4,3
840,USA,2,USA,20170501,2,201704,201705,37,1,1980,2017,1,1,2017,2017,840,37,1,1980,5,4
840,USA,2,USA,20170502,2,201704,201705,36,2,1981,2017,2,1,2017,2017,840,36,2,1981,4,4
840,USA,2,USA,20170503,2,201704,201705,23,1,1994,2017,2,3,2017,2017,840,23,1,1994,4,2
840,USA,2,USA,20170501,2,201704,201705,18,2,1999,2017,2,4,2017,2017,840,18,2,1999,4,1
840,USA,2,USA,20170503,2,201704,201705,29,2,1988,2017,1,1,2017,2017,840,29,2,1988,5,4
840,USA,2,USA,20170509,2,201704,201705,54,1,1963,2017,4,2,2017,2017,840,54,1,1963,2,3
840,USA,2,USA,20170519,2,201704,201705,30,2,1987,2017,1,2,2017,2017,840,30,2,1987,5,3
840,USA,2,USA,20170501,2,201704,201705,59,2,1958,2017,1,1,2017,2017,840,59,2,1958,5,4
840,USA,2,USA,20170501,2,201704,201705,40,1,1977,2017,2,2,2017,2017,840,40,1,1977,4,3
840,USA,2,USA,20170504,2,201704,201705,44,2,1973,2017,2,2,2017,2017,840,44,2,1973,4,3
840,USA,2,USA,20170510,2,201704,201705,29,2,1988,2017,2,2,2017,2017,840,29,2,1988,4,3
840,USA,2,USA,20170501,2,201704,201705,26,2,1991,2017,2,2,2017,2017,840,26,2,1991,4,3
840,USA,2,USA,20170501,2,201704,201705,34,2,1983,2017,2,1,2017,2017,840,34,2,1983,4,4
840,USA,2,USA,20170502,2,201704,201705,52,1,1965,2017,1,1,2017,2017,840,52,1,1965,5,4
840,USA,2,USA,20170501,2,201704,201705,19,2,1998,2017,2,2,2017,2017,840,19,2,1998,4,3
840,USA,2,USA,20170501,2,201704,201705,30,1,1987,2017,2,2,2017,2017,840,30,1,1987,4,3
840,USA,2,USA,20170501,2,201704,201705,75,2,1942,2017,2,1,2017,2017,840,75,2,1942,4,4
840,USA,2,USA,20170503,2,201704,201705,27,1,1990,2017,2,3,2017,2017,840,27,1,1990,4,2
840,USA,2,USA,20170515,2,201704,201705,58,1,1959,2017,1,2,2017,2017,840,58,1,1959,5,3
840,USA,2,USA,20170502,2,201704,201705,39,1,1978,2017,1,1,2017,2017,840,39,1,1978,5,4
840,USA,2,USA,20170502,2,201704,201705,26,2,1991,2017,2,2,2017,2017,840,26,2,1991,4,3
840,USA,2,USA,20170501,2,201704,201705,36,2,1981,2017,1,1,2017,2017,840,36,2,1981,5,4
840,USA,2,USA,20170531,2,201704,201705,27,2,1990,2017,1,1,2017,2017,840,27,2,1990,5,4
840,USA,2,USA,20170501,2,201704,201705,57,1,1960,2017,2,2,2017,2017,840,57,1,1960,4,3
840,USA,2,USA,20170511,2,201704,201705,25,1,1992,2017,1,1,2017,2017,840,25,1,1992,5,4
840,USA,2,USA,20170502,2,201704,201705,20,1,1997,2017,3,2,2017,2017,840,20,1,1997,3,3
840,USA,2,USA,20170501,2,201704,201705,61,1,1956,2017,2,2,2017,2017,840,61,1,1956,4,3
840,USA,2,USA,20170518,2,201704,201705,23,2,1994,2017,2,2,2017,2017,840,23,2,1994,4,3
840,USA,2,USA,20170501,2,201704,201705,70,1,1947,2017,2,2,2017,2017,840,70,1,1947,4,3
840,USA,2,USA,20170501,2,201704,201705,65,1,1952,2017,3,2,2017,2017,840,65,1,1952,3,3
840,USA,2,USA,20170429,2,201704,201705,31,2,1986,2017,2,3,2017,2017,840,31,2,1986,4,2
840,USA,2,USA,20170502,2,201704,201705,29,2,1988,2017,1,2,2017,2017,840,29,2,1988,5,3
840,USA,2,USA,20170501,2,201704,201705,42,2,1975,2017,2,2,2017,2017,840,42,2,1975,4,3
840,USA,2,USA,20170503,2,201704,201705,49,1,1968,2017,2,2,2017,2017,840,49,1,1968,4,3
840,USA,2,USA,20170501,2,201704,201705,33,2,1984,2017,3,2,2017,2017,840,33,2,1984,3,3
840,USA,2,USA,20170501,2,201704,201705,31,1,1986,2017,2,2,2017,2017,840,31,1,1986,4,3
840,USA,2,USA,20170504,2,201704,201705,46,2,1971,2017,2,2,2017,2017,840,46,2,1971,4,3
840,USA,2,USA,20170503,2,201704,201705,34,1,1983,2017,2,2,2017,2017,840,34,1,1983,4,3
840,USA,2,USA,20170428,2,201704,201705,57,2,1960,2017,2,2,2017,2017,840,57,2,1960,4,3
840,USA,2,USA,20170503,2,201704,201705,23,2,1994,2017,4,4,2017,2017,840,23,2,1994,2,1
840,USA,2,USA,20170503,2,201704,201705,58,2,1959,2017,4,1,2017,2017,840,58,2,1959,2,4
840,USA,2,USA,20170501,2,201704,201705,70,1,1947,2017,2,2,2017,2017,840,70,1,1947,4,3
840,USA,2,USA,20170503,2,201704,201705,27,2,1990,2017,2,2,2017,2017,840,27,2,1990,4,3
840,USA,2,USA,20170501,2,201704,201705,55,1,1962,2017,1,2,2017,2017,840,55,1,1962,5,3
840,USA,2,USA,20170501,2,201704,201705,31,2,1986,2017,2,3,2017,2017,840,31,2,1986,4,2
840,USA,2,USA,20170504,2,201704,201705,20,2,1997,2017,3,3,2017,2017,840,20,2,1997,3,2
840,USA,2,USA,20170502,2,201704,201705,67,1,1950,2017,3,2,2017,2017,840,67,1,1950,3,3
840,USA,2,USA,20170503,2,201704,201705,34,1,1983,2017,1,1,2017,2017,840,34,1,1983,5,4
840,USA,2,USA,20170501,2,201704,201705,64,1,1953,2017,2,2,2017,2017,840,64,1,1953,4,3
840,USA,2,USA,20170428,2,201704,201705,46,1,1971,2017,2,2,2017,2017,840,46,1,1971,4,3
840,USA,2,USA,20170502,2,201704,201705,61,2,1956,2017,2,2,2017,2017,840,61,2,1956,4,3
840,USA,2,USA,20170501,2,201704,201705,62,2,1955,2017,3,1,2017,2017,840,62,2,1955,3,4
840,USA,2,USA,20170501,2,201704,201705,58,1,1959,2017,2,2,2017,2017,840,58,1,1959,4,3
840,USA,2,USA,20170502,2,201704,201705,33,1,1984,2017,1,1,2017,2017,840,33,1,1984,5,4
840,USA,2,USA,20170501,2,201704,201705,34,1,1983,2017,2,2,2017,2017,840,34,1,1983,4,3
840,USA,2,USA,20170502,2,201704,201705,44,2,1973,2017,3,2,2017,2017,840,44,2,1973,3,3
840,USA,2,USA,20170429,2,201704,201705,27,2,1990,2017,3,2,2017,2017,840,27,2,1990,3,3
840,USA,2,USA,20170428,2,201704,201705,22,2,1995,2017,3,2,2017,2017,840,22,2,1995,3,3
840,USA,2,USA,20170501,2,201704,201705,80,2,1937,2017,3,2,2017,2017,840,80,2,1937,3,3
840,USA,2,USA,20170503,2,201704,201705,51,1,1966,2017,2,1,2017,2017,840,51,1,1966,4,4
840,USA,2,USA,20170501,2,201704,201705,70,1,1947,2017,3,2,2017,2017,840,70,1,1947,3,3
840,USA,2,USA,20170501,2,201704,201705,71,1,1946,2017,2,1,2017,2017,840,71,1,1946,4,4
840,USA,2,USA,20170501,2,201704,201705,30,1,1987,2017,1,1,2017,2017,840,30,1,1987,5,4
840,USA,2,USA,20170501,2,201704,201705,28,1,1989,2017,2,2,2017,2017,840,28,1,1989,4,3
840,USA,2,USA,20170501,2,201704,201705,30,1,1987,2017,2,2,2017,2017,840,30,1,1987,4,3
840,USA,2,USA,20170516,2,201704,201705,56,1,1961,2017,2,1,2017,2017,840,56,1,1961,4,4
840,USA,2,USA,20170502,2,201704,201705,62,1,1955,2017,3,3,2017,2017,840,62,1,1955,3,2
840,USA,2,USA,20170501,2,201704,201705,22,2,1995,2017,2,2,2017,2017,840,22,2,1995,4,3
840,USA,2,USA,20170515,2,201704,201705,28,2,1989,2017,2,1,2017,2017,840,28,2,1989,4,4
840,USA,2,USA,20170509,2,201704,201705,25,2,1992,2017,3,2,2017,2017,840,25,2,1992,3,3
840,USA,2,USA,20170510,2,201704,201705,45,1,1972,2017,3,2,2017,2017,840,45,1,1972,3,3
840,USA,2,USA,20170502,2,201704,201705,25,2,1992,2017,4,4,2017,2017,840,25,2,1992,2,1
840,USA,2,USA,20170502,2,201704,201705,35,1,1982,2017,1,2,2017,2017,840,35,1,1982,5,3
840,USA,2,USA,20170428,2,201704,201705,32,1,1985,2017,1,2,2017,2017,840,32,1,1985,5,3
840,USA,2,USA,20170501,2,201704,201705,64,1,1953,2017,1,2,2017,2017,840,64,1,1953,5,3
